seed,lstm_auc,transformer_searched_auc,transformer_default_auc
42,0.9131143264817049,0.9488637603623995,0.9362111627607294
0,0.93342395399131,0.947425469185339,0.9293709658478589
1,0.9431885377338393,0.9499336453094976,0.9408939229080087
2,0.9362953402067853,0.9484075393893289,0.9264060491367654
3,0.9358224915900496,0.9537824252041822,0.9355658023409643

comparison,delta_mean,ci_lo,ci_hi,paired_t_stat,paired_t_p
transformer_searched - lstm,0.013452903539414644,0.009705059543287153,0.017368442928736773,3.4978287281917826,0.024945175178448707
transformer_default - lstm,0.00046808469249332816,-0.0034244466743591187,0.004261271019397122,0.2326800435404879,0.8274307216756136
